term,mp_id,mp_term_key,name,club,professions,profession_raw,profession_clean,profession_group,profession_group_web
10,84,10-84,Patryk Gabriel,KO,urzędnik samorządowy,urzędnik samorządowy,urzędnik samorządowy,Administracja publiczna,Sektor publiczny i służby
10,19,10-19,Paweł Bliźniuk,KO,pracownik administracji samorządowej,pracownik administracji samorządowej,pracownik administracji samorządowej,Administracja publiczna,Sektor publiczny i służby
10,136,10-136,Paweł Hreniak,PiS,urzędnik państwowy,urzędnik państwowy,urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
10,322,10-322,Paweł Sałek,PiS,"inżynier mechanik, urzędnik państwowy",urzędnik państwowy,urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
10,373,10-373,Paweł Szrot,PiS,"prawnik, wyższy urzędnik państwowy",wyższy urzędnik państwowy,wyższy urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
10,472,10-472,Piotr Kowal,Lewica,pracownik administracyjny,pracownik administracyjny,pracownik administracyjny,Administracja publiczna,Sektor publiczny i służby
10,255,10-255,Piotr Müller,PiS,"prawnik, urzędnik państwowy",urzędnik państwowy,urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
10,449,10-449,Piotr Zgorzelski,PSL-TD,urzędnik samorządowy,urzędnik samorządowy,urzędnik samorządowy,Administracja publiczna,Sektor publiczny i służby
10,429,10-429,Przemysław Witek,KO,urzędnik państwowy,urzędnik państwowy,urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
10,387,10-387,Robert Telus,PiS,urzędnik państwowy,urzędnik państwowy,urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
10,224,10-224,Sebastian Łukaszewicz,PiS,pracownik administracji samorządowej,pracownik administracji samorządowej,pracownik administracji samorządowej,Administracja publiczna,Sektor publiczny i służby
10,17,10-17,Sylwia Bielawska,KO,pracownik samorządowy,pracownik samorządowy,pracownik samorządowy,Administracja publiczna,Sektor publiczny i służby
10,99,10-99,Szymon Giżyński,PiS,urzędnik państwowy,urzędnik państwowy,urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
10,378,10-378,Szymon Szynkowski vel Sęk,PiS,wyższy urzędnik państwowy,wyższy urzędnik państwowy,wyższy urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
10,377,10-377,Tomasz Szymański,KO,"parlamentarzysta, pracownik administracji samorządowej",pracownik administracji samorządowej,pracownik administracji samorządowej,Administracja publiczna,Sektor publiczny i służby
10,267,10-267,Urszula Nowogórska,PSL-TD,"pielęgniarka, pracownik administracji samorządowej",pracownik administracji samorządowej,pracownik administracji samorządowej,Administracja publiczna,Sektor publiczny i służby
10,315,10-315,Urszula Rusecka,PiS,"ekonomista, pracownik samorządowy",pracownik samorządowy,pracownik samorządowy,Administracja publiczna,Sektor publiczny i służby
10,344,10-344,Waldemar Sługocki,KO,"nauczyciel akademicki, urzędnik",urzędnik,urzędnik,Administracja publiczna,Sektor publiczny i służby
10,314,10-314,Wiesław Różyński,PSL-TD,pracownik administracji samorządowej,pracownik administracji samorządowej,pracownik administracji samorządowej,Administracja publiczna,Sektor publiczny i służby
10,190,10-190,Wojciech Król,KO,"parlamentarzysta, urzędnik samorządowy",urzędnik samorządowy,urzędnik samorządowy,Administracja publiczna,Sektor publiczny i służby
10,203,10-203,Władysław Kurowski,PiS,pracownik administracji samorządowej,pracownik administracji samorządowej,pracownik administracji samorządowej,Administracja publiczna,Sektor publiczny i służby
10,135,10-135,Łukasz Horbatowski,KO,pracownik samorządowy,pracownik samorządowy,pracownik samorządowy,Administracja publiczna,Sektor publiczny i służby
10,165,10-165,Łukasz Kmita,PiS,urzędnik państwowy,urzędnik państwowy,urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
10,330,10-330,Łukasz Schreiber,PiS,urzędnik państwowy,urzędnik państwowy,urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
10,106,10-106,Adam Gomoła,Polska2050,specjalista ds. rozwoju i promocji,specjalista ds. rozwoju i promocji,specjalista ds. rozwoju i promocji,Biznes i finanse,Biznes i finanse
10,219,10-219,Adam Luboński,Polska2050,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,113,10-113,Agnieszka Górska,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,380,10-380,Agnieszka Ścigaj,PiS,"doradca, pracownik socjalny, wykładowca",doradca,doradca,Biznes i finanse,Biznes i finanse
10,245,10-245,Aleksander Miszalski,KO,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,86,10-86,Aleksandra Gajewska,KO,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,1,10-1,Andrzej Adamczyk,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,68,10-68,Andrzej Domański,KO,"doradca ds. ekonomicznych, ekonomista",doradca ds. ekonomicznych,doradca ds. ekonomicznych,Biznes i finanse,Biznes i finanse
10,68,10-68,Andrzej Domański,KO,"doradca ds. ekonomicznych, ekonomista",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,120,10-120,Andrzej Grzyb,PSL-TD,"ekonomista, inżynier ogrodnik",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,121,10-121,Andrzej Gut-Mostowy,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,176,10-176,Andrzej Kosztowniak,PiS,"ekonomista, prawnik",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,370,10-370,Andrzej Szewiński,KO,"parlamentarzysta, pedagog, przedsiębiorca prywatny, sportowiec, urzędnik samorządowy",przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,431,10-431,Anna Wojciechowska,KO,"doradca finansowy, pracownik administracji samorządowej",doradca finansowy,doradca finansowy,Biznes i finanse,Biznes i finanse
10,339,10-339,Arkadiusz Sikora,Lewica,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,271,10-271,Barbara Okuła,Centrum,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,272,10-272,Barbara Oliwiecka,Centrum,"menedżer, trener kadry menedżerskiej",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,272,10-272,Barbara Oliwiecka,Centrum,"menedżer, trener kadry menedżerskiej",trener kadry menedżerskiej,trener kadry menedżerskiej,Biznes i finanse,Biznes i finanse
10,285,10-285,Bartłomiej Pejo,Konfederacja,"inżynier, menedżer",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,489,10-489,Bożena Lisowska,KO,przedsiębiorca,przedsiębiorca,przedsiębiorca,Biznes i finanse,Biznes i finanse
10,80,10-80,Bronisław Foltyn,Konfederacja,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,144,10-144,Dariusz Joński,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,5,10-5,Dorota Arciszewska-Mielewczyk,PiS,"ekonomista, menedżer",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,5,10-5,Dorota Arciszewska-Mielewczyk,PiS,"ekonomista, menedżer",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,233,10-233,Dorota Marek,KO,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,39,10-39,Elżbieta Burkiewicz,Centrum,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,94,10-94,Elżbieta Gelert,KO,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,327,10-327,Ewa Schädler,Polska2050,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,376,10-376,Ewa Szymanowska,Centrum,"menedżer marketingu, public relations",menedżer marketingu,menedżer marketingu,Biznes i finanse,Biznes i finanse
10,93,10-93,Grzegorz Gaża,PiS,"parlamentarzysta, przedsiębiorca prywatny",przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,477,10-477,Grzegorz Macko,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,289,10-289,Grzegorz Piechowiak,PiS,"nadzorca sądowy, syndyk, zarządca nieruchomości",zarządca nieruchomości,zarządca nieruchomości,Biznes i finanse,Biznes i finanse
10,306,10-306,Grzegorz Puda,PiS,menedżer marketingu,menedżer marketingu,menedżer marketingu,Biznes i finanse,Biznes i finanse
10,296,10-296,Grzegorz Płaczek,Konfederacja,"nauczyciel, przedsiębiorca prywatny",przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,436,10-436,Grzegorz Woźniak,PiS,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,458,10-458,Ireneusz Zyska,PiS,"menedżer, radca prawny, parlamentarzysta",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,127,10-127,Iwona Hartwich,KO,sprzedawca,sprzedawca,sprzedawca,Biznes i finanse,Biznes i finanse
10,186,10-186,Iwona Małgorzata Krawczyk,KO,"menedżer, nauczyciel",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,23,10-23,Izabela Bodnar,Centrum,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,251,10-251,Izabela Katarzyna Mrzygłocka,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,156,10-156,Jacek Karnowski,KO,"ekonomista, inżynier budownictwa",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,259,10-259,Jacek Niedźwiedzki,KO,specjalista ds. zarządzania,specjalista ds. zarządzania,specjalista ds. zarządzania,Biznes i finanse,Biznes i finanse
10,384,10-384,Jacek Świat,PiS,"parlamentarzysta, specjalista ds. marketingu",specjalista ds. marketingu,specjalista ds. marketingu,Biznes i finanse,Biznes i finanse
10,51,10-51,Janusz Cieszyński,PiS,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,321,10-321,Jarosław Sachajko,Demokracja,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,403,10-403,Jarosław Urbaniak,KO,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,478,10-478,Jerzy Meysztowicz,KO,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,82,10-82,Joanna Frydrych,KO,"ekonomista, pracownik administracji państwowej",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,454,10-454,Jolanta Zięba-Gzik,PSL-TD,specjalista ds. zarządzania,specjalista ds. zarządzania,specjalista ds. zarządzania,Biznes i finanse,Biznes i finanse
10,367,10-367,Józefa Szczurek-Żelazko,PiS,"menedżer, parlamentarzysta",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,28,10-28,Kamil Bortniczuk,PiS,"menedżer, prawnik, urzędnik państwowy",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,237,10-237,Katarzyna Matusik-Lipiec,KO,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,467,10-467,Katarzyna Stachowicz,KO,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,44,10-44,Kazimierz Bogusław Choma,PiS,zarządzanie zasobami ludzkimi,zarządzanie zasobami ludzkimi,zarządzanie zasobami ludzkimi,Biznes i finanse,Biznes i finanse
10,342,10-342,Krystyna Skowrońska,KO,bankowiec,bankowiec,bankowiec,Biznes i finanse,Biznes i finanse
10,254,10-254,Krzysztof Mulawa,Konfederacja,ekspert ds. kontrolingu,ekspert ds. kontrolingu,ekspert ds. kontrolingu,Biznes i finanse,Biznes i finanse
10,481,10-481,Krzysztof Piątkowski,KO,"historyk, nauczyciel, menedżer",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,386,10-386,Krzysztof Tchórzewski,PiS,"ekonomista, inżynier elektryk",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,396,10-396,Krzysztof Truskolaski,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,77,10-77,Magdalena Filiks,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,354,10-354,Magdalena Sroka,PSL-TD,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,134,10-134,Marcin Horała,PiS,"prawnik, specjalista ds. zarządzania, wyższy urzędnik państwowy",specjalista ds. zarządzania,specjalista ds. zarządzania,Biznes i finanse,Biznes i finanse
10,341,10-341,Marcin Skonieczka,Centrum,"ekonomista, urzędnik samorządowy",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,139,10-139,Marek Jakubiak,niez.,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,360,10-360,Marek Suski,PiS,specjalista ds. marketingu,specjalista ds. marketingu,specjalista ds. marketingu,Biznes i finanse,Biznes i finanse
10,416,10-416,Marek Wesoły,PiS,"nauczyciel, przedsiębiorca prywatny",przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,140,10-140,Maria Małgorzata Janyska,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,103,10-103,Marta Golbik,KO,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,484,10-484,Marta Stożek,Razem,specjalista do spraw zarządzania,specjalista do spraw zarządzania,specjalista do spraw zarządzania,Biznes i finanse,Biznes i finanse
10,414,10-414,Marta Wcisło,KO,"menedżer, przedsiębiorca prywatny",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,414,10-414,Marta Wcisło,KO,"menedżer, przedsiębiorca prywatny",przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,260,10-260,Małgorzata Niemczyk,KO,"ekonomista, nauczyciel, trener",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,287,10-287,Małgorzata Pępek,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,52,10-52,Michał Cieślak,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,495,10-495,Michał Jach,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,141,10-141,Michał Jaros,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,187,10-187,Michał Krawczyk,KO,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,490,10-490,Michał Połuboczek,Konfederacja,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,359,10-359,Mirosław Suchoń,Centrum,"ekonomista, informatyk",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,268,10-268,Mirosława Nykiel,KO,"menedżer, przedsiębiorca prywatny",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,268,10-268,Mirosława Nykiel,KO,"menedżer, przedsiębiorca prywatny",przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,421,10-421,Monika Wielichowska,KO,"dziennikarz, ekonomista, pracownik samorządowy",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,418,10-418,Patryk Wicher,PiS,"menedżer, politolog",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,128,10-128,Paulina Hennig-Kloska,Centrum,"bankowiec, dziennikarz, ekonomista",bankowiec,bankowiec,Biznes i finanse,Biznes i finanse
10,128,10-128,Paulina Hennig-Kloska,Centrum,"bankowiec, dziennikarz, ekonomista",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,15,10-15,Paweł Bejda,PSL-TD,"inżynier mechanik, menedżer",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,274,10-274,Paweł Olszewski,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,441,10-441,Paweł Zalewski,niez.,konsultant,konsultant,konsultant,Biznes i finanse,Biznes i finanse
10,112,10-112,Piotr Górnikiewicz,Polska2050,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,102,10-102,Piotr Głowski,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,153,10-153,Piotr Kandyba,KO,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,206,10-206,Piotr Lachowicz,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,358,10-358,Piotr Paweł Strach,Polska2050,"menedżer, nauczyciel",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,405,10-405,Piotr Uściński,PiS,"elektronik, menedżer, parlamentarzysta",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,71,10-71,Przemysław Drabek,PiS,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,424,10-424,Przemysław Wipler,Konfederacja,"prawnik, przedsiębiorca prywatny",przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,158,10-158,Rafał Kasprzyk,Centrum,"inżynier budownictwa, menedżer",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,171,10-171,Rafał Komarewicz,Centrum,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,107,10-107,Robert Gontarz,PiS,"ekonomista, matematyk, parlamentarzysta",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,494,10-494,Robert Jagła,KO,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,188,10-188,Robert Kropiwnicki,KO,"menedżer, nauczyciel akademicki",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,408,10-408,Robert Wardzała,KO,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,81,10-81,Roman Fritz,Konfederacja_KP,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,286,10-286,Ryszard Petru,Centrum,doradca finansowy,doradca finansowy,doradca finansowy,Biznes i finanse,Biznes i finanse
10,422,10-422,Ryszard Wilk,Konfederacja,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,298,10-298,Szymon Pogoda,PiS,menedżer,menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,63,10-63,Sławomir Ćwik,Centrum,"menedżer, prawnik, przedsiębiorca prywatny",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,63,10-63,Sławomir Ćwik,Centrum,"menedżer, prawnik, przedsiębiorca prywatny",przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,389,10-389,Tadeusz Tomaszewski,Lewica,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,423,10-423,Teresa Wilk,PiS,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,265,10-265,Tomasz Piotr Nowak,KO,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,337,10-337,Tomasz Siemoniak,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,395,10-395,Tomasz Trela,Lewica,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,471,10-471,Urszula Koszutska,KO,"menedżer, psycholog",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,315,10-315,Urszula Rusecka,PiS,"ekonomista, pracownik samorządowy",ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,451,10-451,Urszula Sara Zielińska,KO,menedżer marketingu,menedżer marketingu,menedżer marketingu,Biznes i finanse,Biznes i finanse
10,345,10-345,Weronika Smarduch,KO,ekspert ds. kontrolingu,ekspert ds. kontrolingu,ekspert ds. kontrolingu,Biznes i finanse,Biznes i finanse
10,364,10-364,Wiesław Szczepański,Lewica,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,476,10-476,Wioletta Maria Kulpa,PiS,księgowa,księgowa,księgowa,Biznes i finanse,Biznes i finanse
10,323,10-323,Wojciech Saługa,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,173,10-173,Zbigniew Konwiński,KO,"historyk, menedżer",menedżer,menedżer,Biznes i finanse,Biznes i finanse
10,60,10-60,Zofia Czernow,KO,ekonomista,ekonomista,ekonomista,Biznes i finanse,Biznes i finanse
10,240,10-240,Łukasz Mejza,niez.,przedsiębiorca prywatny,przedsiębiorca prywatny,przedsiębiorca prywatny,Biznes i finanse,Biznes i finanse
10,347,10-347,Anna Sobolak,KO,,,brak,Brak danych,Brak danych
10,499,10-499,Bożena Borowiec,Lewica,,,brak,Brak danych,Brak danych
10,420,10-420,Jarosław Wiesław Wieczorek,PiS,,,brak,Brak danych,Brak danych
10,261,10-261,Jolanta Niezgodzka,KO,,,brak,Brak danych,Brak danych
10,50,10-50,Krzysztof Ciecióra,PiS,,,brak,Brak danych,Brak danych
10,31,10-31,Marcin Bosacki,KO,,,brak,Brak danych,Brak danych
10,166,10-166,Michał Kobosko,Polska2050-TD,,,brak,Brak danych,Brak danych
10,336,10-336,Rafał Siemaszko,KO,,,brak,Brak danych,Brak danych
10,70,10-70,Robert Dowhan,KO,,,brak,Brak danych,Brak danych
10,340,10-340,Włodzimierz Skalik,Konfederacja_KP,,,brak,Brak danych,Brak danych
10,98,10-98,Włodzisław Giziński,KO,,,brak,Brak danych,Brak danych
10,195,10-195,Adam Krzemiński,KO,"nauczyciel, pracownik administracji samorządowej, technik elektronik",nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,426,10-426,Adrian Witczak,KO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,433,10-433,Agata Wojtyszek,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,36,10-36,Agnieszka Buczyńska,Polska2050,"politolog, socjolog",socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
10,76,10-76,Agnieszka Dziemianowicz-Bąk,Lewica,"filozof, pedagog",filozof,filozof,Edukacja i nauka,Edukacja i nauka
10,76,10-76,Agnieszka Dziemianowicz-Bąk,Lewica,"filozof, pedagog",pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
10,432,10-432,Agnieszka Wojciechowska van Heukelom,PiS,filolog,filolog,filolog,Edukacja i nauka,Edukacja i nauka
10,380,10-380,Agnieszka Ścigaj,PiS,"doradca, pracownik socjalny, wykładowca",wykładowca,wykładowca,Edukacja i nauka,Edukacja i nauka
10,464,10-464,Alicja Łuczak,KO,nauczycielka,nauczycielka,nauczycielka,Edukacja i nauka,Edukacja i nauka
10,370,10-370,Andrzej Szewiński,KO,"parlamentarzysta, pedagog, przedsiębiorca prywatny, sportowiec, urzędnik samorządowy",pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
10,443,10-443,Andrzej Tomasz Zapałowski,Konfederacja,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
10,198,10-198,Anita Kucharska-Dziedzic,Lewica,"nauczycielka akademicka, parlamentarzystka",nauczycielka akademicka,nauczycielka akademicka,Edukacja i nauka,Edukacja i nauka
10,48,10-48,Anna Ewa Cicholska,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,191,10-191,Anna Krupka,PiS,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
10,329,10-329,Anna Schmidt,PiS,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
10,226,10-226,Antoni Macierewicz,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
10,385,10-385,Apoloniusz Tajner,KO,"nauczyciel, trener",nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,231,10-231,Arkadiusz Marchewka,KO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
10,469,10-469,Barbara Grygorcewicz,KO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,338,10-338,Bartłomiej Sienkiewicz,KO,"archiwista, historyk",historyk,historyk,Edukacja i nauka,Edukacja i nauka
10,440,10-440,Bartłomiej Wróblewski,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
10,447,10-447,Bogdan Andrzej Zdrojewski,KO,"filozof, polityk, kulturoznawca",filozof,filozof,Edukacja i nauka,Edukacja i nauka
10,496,10-496,Bogumiła Olbryś,PiS,"pielęgniarka, pedadog, nauczyciel",nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,496,10-496,Bogumiła Olbryś,PiS,"pielęgniarka, pedadog, nauczyciel",pedadog,pedadog,Edukacja i nauka,Edukacja i nauka
10,38,10-38,Borys Budka,KO,"nauczyciel akademicki, radca prawny",nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
10,335,10-335,Czesław Siekierski,PSL-TD,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
10,243,10-243,Daniel Milewski,PiS,"nauczyciel akademicki, parlamentarzysta, polityk, prawnik",nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
10,162,10-162,Dariusz Klimczak,PSL-TD,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
10,294,10-294,Dariusz Piontkowski,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,465,10-465,Dominik Jaśkowiec,KO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
10,400,10-400,Donald Tusk,KO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,273,10-273,Dorota Olko,Lewica,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
10,333,10-333,Edward Siarka,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,88,10-88,Elżbieta Gapińska,KO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
10,428,10-428,Elżbieta Witek,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,296,10-296,Grzegorz Płaczek,Konfederacja,"nauczyciel, przedsiębiorca prywatny",nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,179,10-179,Henryk Kowalczyk,PiS,matematyk,matematyk,matematyk,Edukacja i nauka,Edukacja i nauka
10,182,10-182,Iwona Maria Kozłowska,KO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
10,186,10-186,Iwona Małgorzata Krawczyk,KO,"menedżer, nauczyciel",nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,212,10-212,Izabela Leszczyna,KO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,304,10-304,Jacek Protas,KO,"nauczyciel, trener",nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
10,232,10-232,Jagna Marczułajtis-Walczak,KO,"nauczyciel, trener",nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
