term,mp_id,mp_term_key,name,club,professions,profession_raw,profession_clean,profession_group,profession_group_web
7,162,7-162,Jarosław Katulski,PO,lekarz,lekarz,lekarz,Zdrowie,Zdrowie
7,448,7-448,Jerzy Ziętek,niez.,lekarz ginekolog,lekarz ginekolog,lekarz ginekolog,Zdrowie,Zdrowie
7,374,7-374,Jolanta Szczypińska,PiS,pielęgniarka dyplomowana,pielęgniarka dyplomowana,pielęgniarka dyplomowana,Zdrowie,Zdrowie
7,97,7-97,Lidia Gądek,PO,lekarz medycyny,lekarz medycyny,lekarz medycyny,Zdrowie,Zdrowie
7,198,7-198,Ligia Krajewska,PO,psycholog,psycholog,psycholog,Zdrowie,Zdrowie
7,276,7-276,Maciej Orzechowski,PO,lekarz ginekolog,lekarz ginekolog,lekarz ginekolog,Zdrowie,Zdrowie
7,130,7-130,Marek Hok,PO,lekarz,lekarz,lekarz,Zdrowie,Zdrowie
7,247,7-247,Rajmund Miller,PO,lekarz medycyny,lekarz medycyny,lekarz medycyny,Zdrowie,Zdrowie
7,497,7-497,Tadeusz Naguszewski,PO,lekarz,lekarz,lekarz,Zdrowie,Zdrowie
7,213,7-213,Tomasz Latos,PiS,lekarz,lekarz,lekarz,Zdrowie,Zdrowie
8,499,8-499,Adam Śnieżek,PiS,specjalista spraw socjalnych,specjalista spraw socjalnych,specjalista spraw socjalnych,Administracja publiczna,Sektor publiczny i służby
8,165,8-165,Agnieszka Kołacz-Leszczyńska,PO-KO,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,przedstawiciel władzy samorządowej,Administracja publiczna,Sektor publiczny i służby
8,192,8-192,Andrzej Kryj,PiS,urzędnik samorządowy,urzędnik samorządowy,urzędnik samorządowy,Administracja publiczna,Sektor publiczny i służby
8,345,8-345,Anna Maria Siarkowska,PiS,specjalista ds. planowania obronnego,specjalista ds. planowania obronnego,specjalista ds. planowania obronnego,Administracja publiczna,Sektor publiczny i służby
8,356,8-356,Artur Soboń,PiS,pracownik samorządowy,pracownik samorządowy,pracownik samorządowy,Administracja publiczna,Sektor publiczny i służby
8,50,8-50,Barbara Chrobak,Kukiz15,urzędnik,urzędnik,urzędnik,Administracja publiczna,Sektor publiczny i służby
8,467,8-467,Bartłomiej Stawiarski,PiS,"historyk, urzędnik samorządowy",urzędnik samorządowy,urzędnik samorządowy,Administracja publiczna,Sektor publiczny i służby
8,238,8-238,Beata Mateusiak-Pielucha,PiS,pracownik samorządowy,pracownik samorządowy,pracownik samorządowy,Administracja publiczna,Sektor publiczny i służby
8,196,8-196,Dariusz Kubiak,PiS,samorządowiec,samorządowiec,samorządowiec,Administracja publiczna,Sektor publiczny i służby
8,363,8-363,Dariusz Starzycki,PiS,urzędnik samorządowy,urzędnik samorządowy,urzędnik samorządowy,Administracja publiczna,Sektor publiczny i służby
8,210,8-210,Gabriela Lenartowicz,PO-KO,wyższy urzędnik państwowy,wyższy urzędnik państwowy,wyższy urzędnik państwowy,Administracja publiczna,Sektor publiczny i służby
8,482,8-482,Grzegorz Lipiec,PO-KO,urzędnik samorządowy; politolog,urzędnik samorządowy,urzędnik samorządowy,Administracja publiczna,Sektor publiczny i służby
